

//
// Armor techs
// 
ARMOR_0_NAME     | Titanium Armor
FUTUREFORCE_0_NAME    | Future Force Field I
FUTUREFORCE_0_DETAIL  | General Improvements in Force Field Technology.

FUTUREFORCE_1_NAME    | Future Force Field II
FUTUREFORCE_1_DETAIL  | General Improvements in Force Field Technology.

FUTUREFORCE_2_NAME    | Future Force Field III
FUTUREFORCE_2_DETAIL  | General Improvements in Force Field Technology.

FUTUREFORCE_3_NAME    | Future Force Field IV
FUTUREFORCE_3_DETAIL  | General Improvements in Force Field Technology.

FUTUREFORCE_4_NAME    | Future Force Field V
FUTUREFORCE_4_DETAIL  | General Improvements in Force Field Technology.

FUTUREFORCE_5_NAME    | Future Force Field VI
FUTUREFORCE_5_DETAIL  | General Improvements in Force Field Technology.

FUTUREFORCE_6_NAME    | Future Force Field VII
FUTUREFORCE_6_DETAIL  | General Improvements in Force Field Technology.

FUTUREFORCE_7_NAME    | Future Force Field VIII
FUTUREFORCE_7_DETAIL  | General Improvements in Force Field Technology.

FUTUREFORCE_8_NAME    | Future Force Field IX
FUTUREFORCE_8_DETAIL  | General Improvements in Force Field Technology.

FUTUREFORCE_9_NAME    | Future Force Field X
FUTUREFORCE_9_DETAIL  | General Improvements in Force Field Technology.


//
// Future Planetology techs
//
FUTUREPLANET_0_NAME    | Future Planetology I
FUTUREPLANET_0_DETAIL  | General Improvements in Planetology Technology.

FUTUREPLANET_1_NAME    | Future Planetology II
FUTUREPLANET_1_DETAIL  | General Improvements in Planetology Technology.

FUTUREPLANET_2_NAME    | Future Planetology III
FUTUREPLANET_2_DETAIL  | General Improvements in Planetology Technology.

FUTUREPLANET_3_NAME    | Future Planetology IV
FUTUREPLANET_3_DETAIL  | General Improvements in Planetology Technology.

FUTUREPLANET_4_NAME    | Future Planetology V
FUTUREPLANET_4_DETAIL  | General Improvements in Planetology Technology.

FUTUREPLANET_5_NAME    | Future Planetology VI
FUTUREPLANET_5_DETAIL  | General Improvements in Planetology Technology.

FUTUREPLANET_6_NAME    | Future Planetology VII
FUTUREPLANET_6_DETAIL  | General Improvements in Planetology Technology.

FUTUREPLANET_7_NAME    | Future Planetology VIII
FUTUREPLANET_7_DETAIL  | General Improvements in Planetology Technology.

FUTUREPLANET_8_NAME    | Future Planetology IX
FUTUREPLANET_8_DETAIL  | General Improvements in Planetology Technology.

FUTUREPLANET_9_NAME    | Future Planetology X
FUTUREPLANET_9_DETAIL  | General Improvements in Planetology Technology.


//
// Future Propulsion techs
//
FUTUREPROP_0_NAME    | Future Propulsion I
FUTUREPROP_0_DETAIL  | General Improvements in Propulsion Technology.

FUTUREPROP_1_NAME    | Future Propulsion II
FUTUREPROP_1_DETAIL  | General Improvements in Propulsion Technology.

FUTUREPROP_2_NAME    | Future Propulsion III
FUTUREPROP_2_DETAIL  | General Improvements in Propulsion Technology.

FUTUREPROP_3_NAME    | Future Propulsion IV
FUTUREPROP_3_DETAIL  | General Improvements in Propulsion Technology.

FUTUREPROP_4_NAME    | Future Propulsion V
FUTUREPROP_4_DETAIL  | General Improvements in Propulsion Technology.

FUTUREPROP_5_NAME    | Future Propulsion VI
FUTUREPROP_5_DETAIL  | General Improvements in Propulsion Technology.

FUTUREPROP_6_NAME    | Future Propulsion VII
FUTUREPROP_6_DETAIL  | General Improvements in Propulsion Technology.

FUTUREPROP_7_NAME    | Future Propulsion VIII
FUTUREPROP_7_DETAIL  | General Improvements in Propulsion Technology.

FUTUREPROP_8_NAME    | Future Propulsion IX
FUTUREPROP_8_DETAIL  | General Improvements in Propulsion Technology.

FUTUREPROP_9_NAME    | Future Propulsion X
FUTUREPROP_9_DETAIL  | General Improvements in Propulsion Technology.


//
// Future Weapon techs
//
FUTUREWEAPON_0_NAME    | Future Weapon I
FUTUREWEAPON_0_DETAIL  | General Improvements in Weapon Technology.

FUTUREWEAPON_1_NAME    | Future Weapon II
FUTUREWEAPON_1_DETAIL  | General Improvements in Weapon Technology.

FUTUREWEAPON_2_NAME    | Future Weapon III
FUTUREWEAPON_2_DETAIL  | General Improvements in Weapon Technology.

FUTUREWEAPON_3_NAME    | Future Weapon IV
FUTUREWEAPON_3_DETAIL  | General Improvements in Weapon Technology.

FUTUREWEAPON_4_NAME    | Future Weapon V
FUTUREWEAPON_4_DETAIL  | General Improvements in Weapon Technology.

FUTUREWEAPON_5_NAME    | Future Weapon VI
FUTUREWEAPON_5_DETAIL  | General Improvements in Weapon Technology.

FUTUREWEAPON_6_NAME    | Future Weapon VII
FUTUREWEAPON_6_DETAIL  | General Improvements in Weapon Technology.

FUTUREWEAPON_7_NAME    | Future Weapon VIII
FUTUREWEAPON_7_DETAIL  | General Improvements in Weapon Technology.

FUTUREWEAPON_8_NAME    | Future Weapon IX
FUTUREWEAPON_8_DETAIL  | General Improvements in Weapon Technology.

FUTUREWEAPON_9_NAME    | Future Weapon X
FUTUREWEAPON_9_DETAIL  | General Improvements in Weapon Technology.


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | Hand Lasers
HANDWEAPON_1_DETAIL    | Low recoil semi-automatic personal thermal weapons that work by firing a short laser burst at the target that easily melts the skin. +5 to ground combat.

HANDWEAPON_2_NAME      | Ion Rifle
HANDWEAPON_2_DETAIL    | Manual personal beam weapons that work by firing a beam of ions at the target that can last up to a minute uninterrupted. +10 to ground combat.

HANDWEAPON_3_NAME      | Fusion Rifle
HANDWEAPON_3_DETAIL    | Very powerful semi-automatic beam weapons that have a large recoil but can fire for up to 90 seconds uninterrupted. Immolates targets into ash. +15 to ground combat.

HANDWEAPON_4_NAME      | Hand Phasor
HANDWEAPON_4_DETAIL    | Very potent weapon that acts as a remote atomic dissasembler, disrupting the target into nothingness. Requires large amount of power. +25 to ground combat.

HANDWEAPON_5_NAME      | Plasma Rifle
HANDWEAPON_5_DETAIL    | The most devastating hand-held weapon ever made. Fires homing plasma rounds that convert targets into energy on impact. +30 to ground combat.


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Hyperspace Communications
HYPERSPACE_0_DETAIL    | Averting the uncertainty principle that causes hyperspace to distort quantum entanglement allows communication with ship fleets in warp, and change their destinations while en route.


//
// Improved Industrial techs
//
IMPRINDUSTRY_0_NAME     | Improved Industrial Tech 9
IMPRINDUSTRY_0_DETAIL   | By standardizing factory construction with the development of new technologies and techniques it is possible to reduce factory construction costs to 9 BC each.

IMPRINDUSTRY_1_NAME     | Improved Industrial Tech 8
IMPRINDUSTRY_1_DETAIL   | By making factories modular, it is possible to easily create new types and produce new ones in bulk, which reduces factory construction costs to 8 BC each.

IMPRINDUSTRY_2_NAME     | Improved Industrial Tech 7
IMPRINDUSTRY_2_DETAIL   | By making it so that our factories are better prepared for future upgrades it is possible to reduce factory construction costs to 7 BC each.

IMPRINDUSTRY_3_NAME     | Improved Industrial Tech 6
IMPRINDUSTRY_3_DETAIL   | By making workers live and grow food in the factory, much less infrastructure is required to build new ones. Reduces factory construction costs to 6 BC each.

IMPRINDUSTRY_4_NAME     | Improved Industrial Tech 5
IMPRINDUSTRY_4_DETAIL   | Giant facilities made to mass-produce factories to speed up their construction. Reduces factory construction costs to 5 BC each.

IMPRINDUSTRY_5_NAME     | Improved Industrial Tech 4
IMPRINDUSTRY_5_DETAIL   | With fast transport times, workers can be transported across a colony to remove breaks in construction due to tiredness. Reduces factory construction costs to 4 BC each.

IMPRINDUSTRY_6_NAME     | Improved Industrial Tech 3
IMPRINDUSTRY_6_DETAIL   | Specialized neural networks trained to produce the most factories with the least resources in the quickest amount of time. Reduces factory construction costs to 3 BC each.

IMPRINDUSTRY_7_NAME     | Improved Industrial Tech 2
IMPRINDUSTRY_7_DETAIL   | Not being constrained by gravity makes construction much quicker, easier and smoother, at the cost of occasional accidents. Reduces factory construction costs to 2 BC each.


//
// Improved Terraforming techs
//
IMPRTFORM_0_NAME        | Improved Terraforming +10
IMPRTFORM_0_DETAIL      | By utilizing various techniques like land reclamation and fast-growing vegetation we can slightly increase the habitable regions of our colonies to the point where we can increase the population capacity of planets by 10M for a cost of 5 BC per million.

IMPRTFORM_1_NAME        | Improved Terraforming +20
IMPRTFORM_1_DETAIL      | With solar shades and mirrors areas that were inhospitable can be made fit for habitation. Increases the population capacity of planets by 20M for a cost of 5 BC per million.

IMPRTFORM_2_NAME        | Improved Terraforming +30
IMPRTFORM_2_DETAIL      | With new landscaping techniques landmarks problematic to colonial development can be turned into pure, flat ground. Increases the population capacity of planets by 30M for a cost of 4 BC per million.

IMPRTFORM_3_NAME        | Improved Terraforming +40
IMPRTFORM_3_DETAIL      | By removing entire biomes problematic to our colonial development with landscaping technology it is possible to increase the population capacity of planets by 40M for a cost of 4 BC per million.

IMPRTFORM_4_NAME        | Improved Terraforming +50
IMPRTFORM_4_DETAIL      | Huge networks of drones, terraformers, nanoswarms, genetically engineered terraformer organisms, temperature control sattelites and atmospheric facilities. Increases the population capacity of planets by 50M for a cost of 3 BC per million.

IMPRTFORM_5_NAME        | Improved Terraforming +60
IMPRTFORM_5_DETAIL      | Genetically modifying all life to not attack members of our species allows us to increase the population capacity of planets by 60M for a cost of 3 BC per million.

IMPRTFORM_6_NAME        | Improved Terraforming +80
IMPRTFORM_6_DETAIL      | Changes the axis of our colonies to prevent seasons. By genetically modifying the organisms on colonies when necessary we are able to avoid the consequences that would normally result. The incredible increase in food production means we can increase the population capacity of planets by 80M for a cost of 2 BC per million.

IMPRTFORM_7_NAME        | Improved Terraforming +100
IMPRTFORM_7_DETAIL      | Artificially increasing the nutritional value of all food on a planet allows us to increases the population capacity of planets by 100M for a cost of 2 BC per million.

IMPRTFORM_8_NAME        | Complete Terraforming
IMPRTFORM_8_DETAIL      | By utilizing huge weather control networks, solar shades/mirrors, and other terraforming technology we can make it so that any place on our planets is habitable and fit for development. Increases the population capacity of planets by 120M for a cost of 2 BC per million.


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | Reduced Industrial Waste 80%
INDWASTE_0_DETAIL       | By streamlining factory operation protocols it is possible to decrease factory pollution levels to 80% of the normal rate.

INDWASTE_1_NAME         | Reduced Industrial Waste 60%
INDWASTE_1_DETAIL       | By using cutting-edge technological innovations in factory operation it is possible to decrease factory pollution levels to 60% of the normal rate.

INDWASTE_2_NAME         | Reduced Industrial Waste 40%
INDWASTE_2_DETAIL       | By abandoning old energy sources in favor of new ones it is possible to decrease factory pollution levels to 40% of the normal rate.

INDWASTE_3_NAME         | Reduced Industrial Waste 20%
INDWASTE_3_DETAIL       | By changing materials used in production to more environmentally friendly ones it is possible to decrease factory pollution levels to 20% of the normal rate.

INDWASTE_4_NAME         | Industrial Waste Elimination
INDWASTE_4_DETAIL       | New kinds of factories allow industrial waste to be re-used, thus eliminating the problem of industrial waste entirely.


//
// Missile defense techs
//
MISSDEF_0_NAME      | Anti-Missile Rockets
MISSDEF_0_BRIEF     | 40% chance missiles destroyed
MISSDEF_0_DETAIL    | A system utilizing trans-light rockets, capable of destroying incoming enemy missiles 40% of the time, -1% per technology level of the missile.

MISSDEF_1_NAME      | Zyro Shield
MISSDEF_1_BRIEF     | 75% chance missiles destroyed
MISSDEF_1_DETAIL    | A powerful energy field that destroys incoming enemy missiles and torpedoes 75% of the time, -1% per technology level of the missile.

MISSDEF_2_NAME      | Lightning Shield
MISSDEF_2_BRIEF     | 100% chance missiles destroyed
MISSDEF_2_DETAIL    | A powerful energy field that obliterates incoming enemy missiles and torpedoes from existence 100% of the time, -1% per technology level of the missile.


//
// Missile Weapon techs
//
MISSWPN_0_NAME      | Nuclear Missile
MISSWPN_0_BRIEF     | 2 shots, +1 speed
MISSWPN_0_BRIEF2    | 5 shots
MISSWPN_0_DETAIL    | Missiles tipped with high-yield nuclear warheads based on pre-space technology that explode for 4 points of damage and move at a speed of 2.

MISSWPN_1_NAME      | Hyper-V Rockets
MISSWPN_1_BRIEF     | 2 shots, +1 speed
MISSWPN_1_BRIEF2    | 5 shots
MISSWPN_1_DETAIL    | Swift missiles tipped with very high-yield Hyperium-5 warheads that explode for 6 points of damage and move at a speed of 2.5.

MISSWPN_2_NAME      | Hyper-X Rockets
MISSWPN_2_BRIEF     | 2 shots, +1 to hit
MISSWPN_2_BRIEF2    | 5 shots, +1 to hit
MISSWPN_2_DETAIL    | Missiles equipped with very poweful Hyperium-8 warheads that explode for 8 points of damage, move at a speed of 2.5, and are controlled by a +1 level targeting computer.

MISSWPN_3_NAME      | Scatter Pack V Rockets
MISSWPN_3_BRIEF     | 2 shots, +1 speed
MISSWPN_3_BRIEF2    | 5 shots
MISSWPN_3_DETAIL    | A MIRV rocket, able to split into five separate warheads tipped with Hyperium-5 that each explode for 6 points of damage and move at a speed of 2.5.

MISSWPN_4_NAME      | Merculite Missiles
MISSWPN_4_BRIEF     | 2 shots, +2 to hit
MISSWPN_4_BRIEF2    | 5 shots, +2 to hit
MISSWPN_4_DETAIL    | Hard-hitting, swift missiles tipped with Merculium that explode for 10 points of damage and have warheads tipped with , move at a speed of 3, and are controlled by a +2 targeting computer.

MISSWPN_5_NAME      | Stinger Missiles
MISSWPN_5_BRIEF     | 2 shots, +3 to hit
MISSWPN_5_BRIEF2    | 5 shots, +3 to hit
MISSWPN_5_DETAIL    | Slow, hyper-accurate missiles tipped with Rasandonium that do 15 points of damage, move at a speed of 3.5, and are controlled by a sophisticated +3 targeting computer.

MISSWPN_6_NAME      | Scatter Pack VII Missiles
MISSWPN_6_BRIEF     | 2 shots, MIRVS to 7
MISSWPN_6_BRIEF2    | 5 shots, MIRVS to 7
MISSWPN_6_DETAIL    | A MIRV rocket, able to split into 7 separate warheads tipped with Hyperium-8 that each explode for 10 points of damage, move at a speed of 3, and are guided by a +2 targeting computer.

MISSWPN_7_NAME      | Pulson Missiles
MISSWPN_7_BRIEF     | 2 shots, +4 to hit
MISSWPN_7_BRIEF2    | 5 shots, +4 to hit
MISSWPN_7_DETAIL    | Powerful missiles equipped with warheads that explode for 20 points of damage by releasing zero-point-energy, move at speed 4, and are controlled by a +4 targeting computer.

MISSWPN_8_NAME      | Hercular Missiles
MISSWPN_8_BRIEF     | 2 shots, +5 to hit
MISSWPN_8_BRIEF2    | 5 shots, +5 to hit
MISSWPN_8_DETAIL    | Highly advanced missile that explodes for 25 points of damage using pan-dimensional projection. The missile moves at speed 4.5 and is controlled by a +5 targeting computer.

MISSWPN_9_NAME      | Zeon Missiles
MISSWPN_9_BRIEF     | 2 shots, +6 to hit
MISSWPN_9_BRIEF2    | 5 shots, +6 to hit
MISSWPN_9_DETAIL    | Most advanced missile available. Capable of striking enemy ships for 30 points of damage by drawing energy from hyperspace and moving at a speed of 5. The missile is guided by a +6 targeting computer.

MISSWPN_10_NAME      | Scatter Pack X Missiles
MISSWPN_10_BRIEF     | 2 shots, MIRVS to 10
MISSWPN_10_BRIEF2    | 5 shots, MIRVS to 10
MISSWPN_10_DETAIL    | A MIRV missile, able to split into 10 separate warheads tipped with Rasandonium that each explode for 15 points of damage, move at speed 3.5, and are guided by a +3 targeting computer.


//
// Personal Shield techs for ground combat
//
// Def Systemsault "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | Personal Deflector Shield
PERSSHIELD_1_DETAIL   | Protects individuals ground troops with a directional force field that deflects fast attacks, but is helpless against slow ones. +10 to ground combat.

PERSSHIELD_2_NAME     | Personal Absorption Shield
PERSSHIELD_2_DETAIL   | Absorbs damage from all hand weapons, though offers little protection against firearms. +20 to ground combat.

PERSSHIELD_3_NAME     | Personal Barrier Shield
PERSSHIELD_3_DETAIL   | Completely encases the soldier in a nearly impenetrable force field, heavily resistant to both firearms and hand weapons. +30 to ground combat.


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | Class V Planetary Shields
PLANETSHIELD_0_DETAIL  | Planetary shield. Absorbs 5 damage from all attacks, adding to missile base deflector shields. Makes and amplifies sound after impact, makes colonists deaf.

PLANETSHIELD_1_NAME    | Class X Planetary Shields
PLANETSHIELD_1_DETAIL  | This decent planetary shield deflects 10 damage from all attacks, adding to missile base deflector shields. Does not produce sound after impact, but blocks sunlight.

PLANETSHIELD_2_NAME    | Class XV Planetary Shields
PLANETSHIELD_2_DETAIL  | This powerful planetary shield repels 15 points of damage from all attacks, adding to missile base deflector shields. Uses several generators to produce a stronger shield.

PLANETSHIELD_3_NAME    | Class XX Planetary Shields
PLANETSHIELD_3_DETAIL  | This very powerful planetary shield nullifies 20 points of damage from all attacks against planet surfaces, adding to missile base deflector shields. Does not block sunlight.


//
// Repulsor tech 
//
REPULSOR_0_NAME    | Repulsor Beam
REPULSOR_0_BRIEF   | Moves enemy ships back 1 space
REPULSOR_0_DETAIL  | Repels enemy ships back one space away from the defending ship by emitting focused zetta radiation. This special weapon has a one-space range.


//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | Reserve Fuel Tanks
RSRVFUEL_0_BRIEF   | Extends Ship Range by 3 light-years
RSRVFUEL_0_DETAIL  | A portion of a ship dedicated to storing more fuel to allow for even deeper interstellar expeditions by extending range.


//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | Improved Robotic Controls III
ROBOTCTRL_0_DETAIL   | The automation of repetitive physical tasks, allowing 3 factories to be operated per population. The refit cost to upgrade is half the standard cost of each factory.

ROBOTCTRL_1_NAME     | Improved Robotic Controls IV
ROBOTCTRL_1_DETAIL   | The automation of intellectual but repetitive tasks. Allows 4 factories to be operated per population. The refit cost to upgrade is the standard cost of each factory.

ROBOTCTRL_2_NAME     | Improved Robotic Controls V
ROBOTCTRL_2_DETAIL   | By constructing factories specifically for robotic workers 5 factories can be operated by 1 population. The refit cost to upgrade is 1.5 times the standard cost of factories.

ROBOTCTRL_3_NAME     | Improved Robotic Controls VI
ROBOTCTRL_3_DETAIL   | Makes robots construct and design other robots. 6 factories can be operated by one population. The refit cost to upgrade is twice the standard cost of each factory.

ROBOTCTRL_4_NAME     | Improved Robotic Controls VII
ROBOTCTRL_4_DETAIL   | Automating the overseeing of robotic factories allows 7 factories to be operated by 1 population. The refit cost to upgrade is 2.5 times the standard cost of each factory.


//
// Scanner techs 
//
SCANNER_0_NAME       | Battle Scanner
SCANNER_0_BRIEF      | Scans enemy ships in combat
SCANNER_0_DETAIL     | A collection of scanning equipment that, when active and equipped, reveals technical specifications of enemy spacecraft in combat.

SCANNER_1_NAME       | Deep Space Scanner
SCANNER_1_BRIEF      | Detects ships up to 5 light-years away
SCANNER_1_DETAIL     | Networks of automated telescopes with quantum communications, positioned at various star systems and in interstellar space allows the detection of enemy ships up to 5 light-years away from colonies and 1 light-year away from ships.

SCANNER_2_NAME       | Improved Space Scanner
SCANNER_2_BRIEF      | Detects ships and destinations up to 7 light-years away
SCANNER_2_DETAIL     | By using predictive algorithms and advanced recognition neural nets it is possible to not only detect enemy ships up to 7 light-years away from your colonies and 2 light-years away from your ships, but to determine their destinations as well.

SCANNER_3_NAME       | Advanced Space Scanner
SCANNER_3_BRIEF      | Allows exploration of planets up to 9 light-years away 
SCANNER_3_DETAIL     | The capture and analysis of tachyon particles emitting from inside of hyperspace. Allows exploration of planets from colony bases up to 9 light-years away and detects enemy ships up to 3 light-years away from your ships. 


//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | Inertial Stabilizer
SHIPINERTIAL_0_BRIEF    | Adds +2 to maneuverability
SHIPINERTIAL_0_DETAIL   | Reduces the inertia of ships by changing mass with warp fields, adding 2 classes of maneuverability in combat (+2 defense and +1 combat speed).

SHIPINERTIAL_1_NAME     | Inertial Nullifier
SHIPINERTIAL_1_BRIEF    | Adds +4 to maneuverability
SHIPINERTIAL_1_DETAIL   | Negates the inertia of ships with hyperfields, adding 2 classes of maneuverability in combat. Also reduces the effect of Black Hole attacks by -30% due to the lack of inertia allowing an easier escape.


//
// Ship Inertial techs 
//
SHIPNULLIFIER_0_NAME     | Technology Nullifier
SHIPNULLIFIER_0_BRIEF    | Destroys enemy computers
SHIPNULLIFIER_0_DETAIL   | Scrambles enemy Battle Computers and ECM by emmiting an EMP, reducing them from 2-6 levels per attack. Its range exceeds most ship weapons.

SHIPNULLIFIER_1_NAME     | Warp Dissipator
SHIPNULLIFIER_1_BRIEF    | Reduces speed of enemy ships
SHIPNULLIFIER_1_DETAIL   | Devices that scoop local hyperspacial energy, reducing the speed of enemy ships with each attack.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Laser
SHIPWPN_0_ITEM2        | Heavy Laser
SHIPWPN_0_DETAIL       | Direct-fire beam weapon that inflicts 1-4 points of damage. Heavy lasers have a two space range and do 1-7 points of damage. Used commonly for asteroid mining.

SHIPWPN_1_NAME         | Gatling Laser
SHIPWPN_1_BRIEF        | Fires 4 times/turn
SHIPWPN_1_DETAIL       | An advanced laser that fires up to four times per turn for 1-4 points of damage with each hit. Commonly used by in-system patrols.

SHIPWPN_2_NAME         | Neutron Pellet Gun
SHIPWPN_2_BRIEF        | Halves Shield Strength
SHIPWPN_2_DETAIL       | Heavy particle sub-atomic particle stream weapon that halves the effectiveness of enemy shield systems and inflicts 2 to 5 points of damage.

SHIPWPN_3_NAME         | Ion Cannon
SHIPWPN_3_ITEM2        | Heavy Ion Cannon
SHIPWPN_3_DETAIL       | High intensity beam weapons capable of inflicting 3-8 points of damage with powerful streams of ions that disrupt molecular connections. Heavy ion cannons strike for 3-15 and have a two space range.

SHIPWPN_4_NAME         | Mass Driver
SHIPWPN_4_BRIEF        | Halves Shield Strength
SHIPWPN_4_DETAIL       | A linear non-energy weapon that halves the effectiveness of enemy shield systems shields and inflicts 5-8 points of damage by launching an object at incredibly high speeds. Non-military versions are commonly used for fast in-system cargo transport.

SHIPWPN_5_NAME         | Neutron Blaster
SHIPWPN_5_ITEM2        | Heavy Neutron Blaster
SHIPWPN_5_DETAIL       | Focused neutron bomb explosions capable of inflicting 3-12 points of damage. Release heavy doses of radiation. Heavy neutron blasters strike for 3-24 points and have a 2 space range.

SHIPWPN_6_NAME         | Graviton Beam
SHIPWPN_6_BRIEF        | Streaming Attack
SHIPWPN_6_DETAIL       | Rapidly changes tractor beam modes to turn entire ships to pieces. Strikes for 1-15 damage, continuous streaming effect allows excess damage to carry over to other ships.

SHIPWPN_7_NAME         | Hard Beam
SHIPWPN_7_BRIEF        | Halves Shield Strength
SHIPWPN_7_DETAIL       | A military use for hard light, converts energy into matter. Halves the effectiveness of enemy shielding systems, and inflicts 8-12 points of damage.

SHIPWPN_8_NAME         | Fusion Beam
SHIPWPN_8_ITEM2        | Heavy Fusion Beam
SHIPWPN_8_DETAIL       | High intensity beam weapon capable of using fusion reactions to do 4-16 points of damage. Heavy fusion beams strike for 4-30 points and have a 2 space range. Carbonizes hulls it contacts and makes them difficult to repair or replace.

SHIPWPN_9_NAME         | Megabolt Cannon
SHIPWPN_9_BRIEF        | +3 levels to hit
SHIPWPN_9_DETAIL       | Non-energy weapon that releases high-speed supersized fire-and-forget bolts in a wide field, so powerful it can rip right through even heavily armoured spaceships. It has a +30% bonus chance to hit and strikes for 2-20 points of damage.

SHIPWPN_10_NAME        | Phasor
SHIPWPN_10_ITEM2       | Heavy Phasor
SHIPWPN_10_DETAIL      | Phased-energy beams capable of inflicting 5 to 20 points of damage. Despite the name, are not a supersized version of conventional phasors. Heavy phasors strike for 5-40 points of damage and have a two-space range.

SHIPWPN_11_NAME        | Auto Blaster
SHIPWPN_11_BRIEF       | Fires 3 times/turn
SHIPWPN_11_DETAIL      | An advanced neutron blaster that fires up to three times per turn for 4-16 points of damage per hit.

SHIPWPN_12_NAME        | Tachyon Beam
SHIPWPN_12_BRIEF       | Streaming Attack
SHIPWPN_12_DETAIL      | Fires an intense stream of tachyon particles that strike enemy ships for 1-25 hits. Hits the enemy before it is fired, only if it was fired, leading to some confusion. The continuous streaming effect allows excess damage to carry over to other ships.

SHIPWPN_13_NAME        | Gauss Autocannon
SHIPWPN_13_BRIEF       | 1/2 Shields, Fires 4x
SHIPWPN_13_DETAIL      | An advanced linear accelerator capable of firing 4 explosive kinetic rounds per turn at high speeds that inflict 7 to 10 points of damage each. These projectile rounds also halve the effectiveness of enemy shields.

SHIPWPN_14_NAME        | Particle Beam
SHIPWPN_14_BRIEF       | Halves Shield Strength
SHIPWPN_14_DETAIL      | High intensity particle accelerators capable of striking enemy ships for 10-20 points of damage and halving the effectiveness of shields. Some species used non-militarized versions in their pre-spaceflight research.

SHIPWPN_15_NAME        | Plasma Cannon
SHIPWPN_15_DETAIL      | Fires intense bolts of plasma that inflict 6-30 points of damage at a range of 1. When fired, looks like a flamegun going off.

SHIPWPN_16_NAME        | Death Ray
SHIPWPN_16_DETAIL      | An ancient weapon, capable of drawing in ultraspacial energy to inflict 200-1000 points of damage on one space. Has a one-space range. Obliterates psi-marks.

SHIPWPN_17_NAME        | Disruptor
SHIPWPN_17_DETAIL      | Unleashes tremendous bolts of pure energy that can strike enemy targets up to two spaces away for 10-40 points of damage and disrupt the fundamental properties of the matter it impacts.

SHIPWPN_18_NAME        | Pulse Phasor
SHIPWPN_18_BRIEF       | Fires 3 times/turn
SHIPWPN_18_DETAIL      | An advanced phasor capable of firing 3 burst per turn for 5-20 points of damage with each hit.

SHIPWPN_19_NAME        | Tri-Focus Plasma Cannon
SHIPWPN_19_DETAIL      | Fires a triad of high-intensity plasma beams capable of inflicting 20 to 50 points of damage. Described as hauntingly beautiful when viewed from a distance.

SHIPWPN_20_NAME        | Convertor Field
SHIPWPN_20_BRIEF       | Hits All Four Shields
SHIPWPN_20_DETAIL      | Surrounds the target with an extremely powerful matter-energy conversion field that can potentially convert the entire ship into pure energy, inflicting four 10 to 35-point attacks. It has a range of 3 spaces. What happens to psi-mark of victims is unknown.

SHIPWPN_21_NAME        | Mauler Device
SHIPWPN_21_DETAIL      | Remote matter manipulation that attempts to crumple enemy targets, inflicting 20-100 points of damage. Is considered unethical and cruel due to the unusually painful deaths of enemy crews.

SHIPWPN_22_NAME        | The Amoeba Stream
SHIPWPN_22_DETAIL      | A stream that does 250-1000 points of damage and has a range of 3 spaces. Its continuous streaming effect allows it to carry damage over from one ship to another. Uses the Amoeba's innate biochemical enery for power.

SHIPWPN_23_NAME        | The Crystal Ray
SHIPWPN_23_DETAIL      | A beam that surrounds a target's shields, delivering 4 attacks for 100-300 points of damage each. It has a range of 3 spaces. Uses the Crystal's psi-mark energy.


//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Soil Enrichment
SOILENRICH_0_DETAIL   | Changes soil biochemistry with seeded nanomachines that convert standard planets to fertile enviroments, increasing population growth by 50% and raise the base planetary size by +25% for a one-time cost of 150 BC.

SOILENRICH_1_NAME     | Advanced Soil Enrichment
SOILENRICH_1_DETAIL   | Changes soil biochemistry to decrease plant growth time by magnitudes. Allows converting standard and fertile planets to gaias, doubling the population growth and increasing the planet's base size by +50% for a one-time cost of 300 BC. 


//
// Stargate tech
//
STARGATE_0_NAME      | Intergalactic Star Gates
STARGATE_0_DETAIL    | Creates local hyperspace tunnel that allows your ships to move between any two planets equipped with star gates in only one standard galactic year. Cost 3000 BC to build.


//
// Stasis Field tech
//
STASIS_0_NAME      | Stasis Field
STASIS_0_BRIEF     | Enemy frozen for 1 turn
STASIS_0_DETAIL    | Freezes one group of enemy ships in a temporal vortex, up to one space away, for one turn. Frozen ships cannot attack or be attacked.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | Ion Stream Projector
